이름,학명,영명,유통명,과명,원산지,TIP,분류,생육형태,생장높이,생장너비,실내정원구성,생태형,잎형태,잎무늬,잎색,꽃피는 계절,꽃색,열매 맺는 계절,열매색,향기,번식방법,번식시기,관리수준,관리요구도,광요구도,배치장소,생장속도,생육적온,겨울최저온도,습도,비료,토양,물주기-봄,물주기-여름,물주기-가을,물주기-겨울,병충해
엽란,Aspidistra elatior,"iron plant, cast iron plant",,백합과,"일본, 중국남부",,잎보기식물,풀모양,,,하층목,일반형,,"줄무늬,잎 가장자리 무늬,기타 (무늬없음 등)","녹색, 연두색,흰색, 크림색",,,,,거의 없음,분주,,초보자,낮음 (잘 견딤),"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","실내 어두운 곳 (실내깊이 500 이상cm)
거실 내측 (실내깊이 300~500cm)
거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,16~20℃,5℃,40 ~ 70%,비료를 보통 요구함,"포름알데히드, 벤젠",토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
옥살리스(사랑초),Oxalis triangularis,red leaf oxalis,,괭이밥과,아열대 지방,,잎&꽃보기식물,풀모양,,,하층목,일반형,,기타 (무늬없음 등),"녹색, 연두색,빨강, 분홍, 자주색","봄,여름","보라색,분홍색,흰색",,,거의 없음,"파종,분주",,경험자,보통 (약간 잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",보통,16~20℃,10℃,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,온실가루이"
온시디움,Oncidium spp.,"Dancing ladies, Dancing dolls, Dancing- lady orchid, Dancing-doll orchid, Butterfly orchid",온시디움,난초과,"중남미, 열대아시아",꽃말 '순박한 마음' (노란 댄스치마 입은 무희들이 왈츠 추는 모습임),꽃보기식물,"풀모양, 다육형",,,중층목,건조형,,기타 (무늬없음 등),"녹색, 연두색","봄,여름","보라색,분홍색,빨강색,노랑색,흰색,혼합색,기타",,,중간,"삽목,분주,기타",,경험자,필요함,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",느림,21~25℃,13℃ 이상,40 ~ 70%,,,화분 흙 대부분 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
왜란,Ophiopogon japonicus,"Mondo grass, Fountain plant, monkey grass",왜란,백합과,일본 원산종의 원예품종,,잎보기식물,풀모양,,,지피식물,일반형,,기타 (무늬없음 등),"녹색, 연두색",,,,,거의 없음,분주,,초보자,낮음 (잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,10~15℃,0℃ 이하,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,응애
왜성종려죽,Rhapis multifida,"Jade Empress, Finger Palm",,야자과,중국북부,"차폐, 경계",잎보기식물,관목형,,,"상층목,중층목",일반형,잎의 질감-중간 / 잎의 광택-있음 / 상록,기타 (무늬없음 등),"녹색, 연두색",,,,흰색,거의 없음,"파종,분주",,경험자,보통 (약간 잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm)
거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",느림,16~20℃,7℃,40 ~ 70%,비료를 보통 요구함,"중성,산성,알칼리성 / 배수 잘 됨 / 타입-Loam, Sand",토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
움벨라타 고무나무,Ficus umbellata,Ficus umbellata,,뽕나무과,열대아프리카,,잎보기식물,직립형,,,"상층목,중층목",일반형,,기타 (무늬없음 등),"녹색, 연두색",,,,,,삽목,,경험자,보통 (약간 잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,,,,,"응애,깍지벌레"
유카,Yucca,"mound lily, candle yucca",,도금양과,북부 아메리카,,잎보기식물,직립형,,,"상층목,중층목","일반형,건조형",,기타 (무늬없음 등),"녹색, 연두색",,,,,거의 없음,삽목,,초보자,낮음 (잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm)
거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,21~25℃,5℃,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
은사철나무,Euonymus japonica 'Albomarginata',silver-queen,,노박덩굴과,"한국, 일본 원산 자생종의 품종",,잎보기식물,관목형,,,"중층목,하층목",일반형,,잎 가장자리 무늬,"녹색, 연두색",,,,,약함,삽목,,,보통 (약간 잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,16~20℃,0℃ 이하,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,"응애,깍지벌레"
익소라,Ixora chinensis,"broken pot, prince of orange",,꼭두서니과,동남아시아,,잎&꽃보기식물,관목형,,,"중층목,하층목",일반형,,기타 (무늬없음 등),"녹색, 연두색","봄,여름","분홍색,빨강색,오렌지색,흰색",,,약함,삽목,,경험자,보통 (약간 잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
인삼벤자민,Ficus microcarpa 'Ginseng',Ginseng ficus,,뽕나무과,동남아시아,,잎보기식물,관목형,,,중층목,일반형,,기타 (무늬없음 등),"녹색, 연두색",,,,,거의 없음,"삽목,접목",,경험자,보통 (약간 잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm)
거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
자금우,Ardisia japonica,marlberry,,자금우과,"한국, 중국, 일본",,"잎&꽃보기식물, 열매보기식물","관목형, 덩굴성",,,하층목,일반형,,기타 (무늬없음 등),"녹색, 연두색",봄,흰색,,빨강색,거의 없음,"파종,삽목,분주",,초보자,낮음 (잘 견딤),"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","실내 어두운 곳 (실내깊이 500 이상cm)
거실 내측 (실내깊이 300~500cm)
거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,16~20℃,0℃ 이하,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
자란,Bletilla striata,Chinese ground orchid,자란,난초과,아시아,,잎&꽃보기식물,풀모양,,,하층목,일반형,,"잎 가장자리 무늬,기타 (무늬없음 등)","녹색, 연두색",봄,"분홍색,흰색,혼합색",,,약함,"파종,분주",,초보자,낮음 (잘 견딤),"중간 광도(800~1,500 Lux)","발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",보통,16~20℃,5℃,40 ~ 70%,,,화분 흙 대부분 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,응애
자주색만년초,Rhoeo discolor,"Oyster plant , Moses-in-the-cradle",부자란,닭의장풀과,멕시코,통풍이 좋은 곳에서 햇빛을 받아야 함,잎보기식물,풀모양,,,하층목,일반형,,"줄무늬,기타 (무늬없음 등)","녹색, 연두색,빨강, 분홍, 자주색",,,,,거의 없음,"분주,기타",,경험자,보통 (약간 잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,21~25℃,7℃,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,응애
접란,Chlorophytum comosum,"ribbon plant, spider plant, spider ivy",,백합과,아프리카,,잎보기식물,"풀모양, 로제트형",,,하층목,일반형,,줄무늬,"녹색, 연두색",,,,,거의 없음,분주,,초보자,낮음 (잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,16~20℃,10℃,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,온실가루이"
제라니움,Pelargonium hortorum,"geranium, fish geranium",,쥐손풀이과,남아프리카 원산종의 원예교배종,,잎&꽃보기식물,"관목형, 풀모양",,,하층목,일반형,,"잎 가장자리 무늬,기타 (무늬없음 등)","녹색, 연두색,여러색 혼합","봄,여름,가을","분홍색,빨강색,오렌지색,흰색",,,강함,"파종,삽목",,초보자,낮음 (잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",보통,21~25℃,10℃,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레,온실가루이"
좀마삭줄,Trachelospermum 'Atsuba Chirimen',Asia Minor Asiatic Jasmine,,협죽도과,한국남부,,잎보기식물,덩굴성,,,"하층목,지피식물",일반형,,점무늬,"녹색, 연두색,금색, 노란색",,,,,거의 없음,"삽목,분주",,경험자,낮음 (잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,16~20℃,0℃ 이하,40 ~ 70%,비료를 보통 요구함,,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,"응애,깍지벌레"
종려방동사니,Cyperus alternifolius,Umbrella Plant,,사초과,마다가스카르,,잎보기식물,풀모양,,,"중층목,하층목",수경형,,기타 (무늬없음 등),"녹색, 연두색",,,,,거의 없음,"파종,분주",,경험자,보통 (약간 잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,16~20℃,10℃,40 ~ 70%,비료를 보통 요구함,,,,,,"응애,깍지벌레"
종려죽,Rhapis humilis,"low ground rattan, slender lady palm",,야자과,"한국, 일본, 중국남부",,잎보기식물,관목형,,,"상층목,중층목",일반형,,기타 (무늬없음 등),"녹색, 연두색",,,,,거의 없음,"파종,분주",,경험자,보통 (약간 잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm)
거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)",,16~20℃,10℃,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
죽백나무,Podocarous nagi,"nagi podocarpus, broadleaf podocarpus",,나한송과,북아메리카 남쪽,,잎보기식물,직립형,,,"상층목,중층목",일반형,,기타 (무늬없음 등),"녹색, 연두색",,,,,약함,"파종,삽목",,초보자,낮음 (잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,16~20℃,10℃,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,"응애,깍지벌레"
줄리아 페페로미아,Peperomia puteolata,Parallel Peperomia,,후추과,중앙 아메리카,,잎보기식물,풀모양,,,"하층목,지피식물",일반형,,줄무늬,"녹색, 연두색",,,,,거의 없음,삽목,,경험자,필요함,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
참쇠고비(섬쇠고비),Cyrtomium caryotideum var. koreanum,Fish-tail Holly Fern,,고비과,"한국특산, 제주, 거문도, 여수",,잎보기식물,풀모양,,,하층목,일반형,,,"녹색, 연두색",,,,,거의 없음,"파종,기타",,초보자,낮음 (잘 견딤),"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","실내 어두운 곳 (실내깊이 500 이상cm)
거실 내측 (실내깊이 300~500cm)
거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,16~20℃,5℃,70% 이상,비료를 보통 요구함,,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,"응애,깍지벌레"
치자나무,Gardenia jasminoides,"common gardenia, cape jasmine or cape jessamine",치자나무,꼭두서니과,아시아,,"잎&꽃보기식물, 열매보기식물",관목형,,,"상층목,중층목",일반형,,기타 (무늬없음 등),"녹색, 연두색","봄,여름","노랑색,흰색",,"오렌지색,노랑색",강함,삽목,,초보자,낮음 (잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",보통,21~25℃,5℃,40 ~ 70%,,,화분 흙 대부분 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,깍지벌레
칼라데아 마코야나,Calathea makoyana,"brain plant, peacock plant",,마란타과,중앙 아메리카,,잎보기식물,풀모양,,,하층목,일반형,,줄무늬,"녹색, 연두색,빨강, 분홍, 자주색",,,,,거의 없음,"분주,기타",,경험자,필요함,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)",,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
